"","count_study_sequence","count_test_sequence","datetime","response","response_study_response","response_test_response","response_time","response_time_study_response","response_time_test_response","stim","studyResultId","total_responses","workerId","stimtype","st_corr","test_quality","rt_corr","DTPPm","DTPPsd"
"5233",74,14,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",1759,1023,1759,"p2d3_3.png",124,90,325,"D3",0,"new",1,0,0
"5234",74,15,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",1502,1023,1502,"p2d2_2.png",124,91,325,"D2",0,"fam",0,0,0
"5235",74,16,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",954,1023,954,"p2d2_4.png",124,92,325,"D2",0,"new",1,0,0
"5236",74,17,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","left","left","left",1743,1023,1743,"p3d4_2.png",124,93,325,"D4",0,"fam",1,0,0
"5237",74,18,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",1322,1023,1322,"p3d3_3.png",124,94,325,"D3",0,"new",1,0,0
"5238",74,19,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",1169,1023,1169,"p1d1_4.png",124,95,325,"D1",0,"new",1,0,0
"5239",74,20,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",1008,1023,1008,"p5d3_3.png",124,96,325,"D3",0,"new",1,0,0
"5240",74,21,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",1680,1023,1680,"p2d2_1.png",124,97,325,"D2",0,"fam",0,0,0
"5241",74,22,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","left","left","left",2137,1023,2137,"p4d3_3.png",124,98,325,"D3",0,"new",0,0,0
"5242",74,23,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",1716,1023,1716,"p4d3_2.png",124,99,325,"D3",0,"fam",0,0,0
"5243",74,24,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",794,1023,794,"p2d1_3.png",124,100,325,"D1",0,"new",1,0,0
"5244",74,25,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",1431,1023,1431,"p10d4_4.png",124,101,325,"D5",0,"new",1,0,0
"5245",74,26,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","left","left","left",996,1023,996,"p1d1_2.png",124,102,325,"D1",0,"fam",1,0,0
"5246",74,27,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","left","left","left",1357,1023,1357,"p6d4_2.png",124,103,325,"D5",0,"fam",1,0,0
"5247",74,28,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",1189,1023,1189,"p7d4_4.png",124,104,325,"D5",0,"new",1,0,0
"5248",74,29,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",1011,1023,1011,"p2d4_2.png",124,105,325,"D4",0,"fam",0,0,0
"5249",74,30,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","left","left","left",1543,1023,1543,"p8d4_3.png",124,106,325,"D5",0,"new",0,0,0
"5250",74,31,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","left","left","left",1299,1023,1299,"p3d1_1.png",124,107,325,"D1",0,"fam",1,0,0
"5251",74,32,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",1102,1023,1102,"p9d4_3.png",124,108,325,"D5",0,"new",1,0,0
"5252",74,33,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",1025,1023,1025,"p9d4_1.png",124,109,325,"D5",0,"fam",0,0,0
"5253",74,34,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",1049,1023,1049,"p1d2_3.png",124,110,325,"D2",0,"new",1,0,0
"5254",74,35,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","left","left","left",978,1023,978,"p4d4_1.png",124,111,325,"D4",0,"fam",1,0,0
"5255",74,36,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","left","left","left",910,1023,910,"p2d4_4.png",124,112,325,"D4",0,"new",0,0,0
"5256",74,37,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",1701,1023,1701,"p5d1_3.png",124,113,325,"D1",0,"new",1,0,0
"5257",74,38,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","left","left","left",2195,1023,2195,"p10d4_3.png",124,114,325,"D5",0,"new",0,0,0
"5258",74,39,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","left","left","left",1387,1023,1387,"p5d2_4.png",124,115,325,"D2",0,"new",0,0,0
"5259",74,40,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",1270,1023,1270,"p2d1_1.png",124,116,325,"D1",0,"fam",0,0,0
"5260",74,41,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","left","left","left",1800,1023,1800,"p3d2_2.png",124,117,325,"D2",0,"fam",1,0,0
"5261",74,42,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","left","left","left",1265,1023,1265,"p5d3_1.png",124,118,325,"D3",0,"fam",1,0,0
"5262",74,43,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",1442,1023,1442,"p7d4_2.png",124,119,325,"D5",0,"fam",0,0,0
"5263",74,44,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",1120,1023,1120,"p2d1_2.png",124,120,325,"D1",0,"fam",0,0,0
"5264",74,45,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",1654,1023,1654,"p7d4_3.png",124,121,325,"D5",0,"new",1,0,0
"5265",74,46,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",1313,1023,1313,"p9d4_4.png",124,122,325,"D5",0,"new",1,0,0
"5266",74,47,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","left","left","left",1683,1023,1683,"p4d3_1.png",124,123,325,"D3",0,"fam",1,0,0
"5267",74,48,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",2010,1023,2010,"p5d4_1.png",124,124,325,"D4",0,"fam",0,0,0
"5268",74,49,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",2006,1023,2006,"p10d4_1.png",124,125,325,"D5",0,"fam",0,0,0
"5269",74,50,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","left","left","left",1434,1023,1434,"p5d1_4.png",124,126,325,"D1",0,"new",0,0,0
"5270",74,51,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",1517,1023,1517,"p1d4_2.png",124,127,325,"D4",0,"fam",0,0,0
"5271",74,52,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",1457,1023,1457,"p4d1_4.png",124,128,325,"D1",0,"new",1,0,0
"5272",74,53,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",2437,1023,2437,"p4d1_1.png",124,129,325,"D1",0,"fam",0,0,0
"5273",74,54,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",2331,1023,2331,"p5d1_1.png",124,130,325,"D1",0,"fam",0,0,0
"5274",74,55,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","left","left","left",1340,1023,1340,"p1d4_1.png",124,131,325,"D4",0,"fam",1,0,0
"5275",74,56,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",2413,1023,2413,"p3d4_3.png",124,132,325,"D4",0,"new",1,0,0
"5276",74,57,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",2127,1023,2127,"p8d4_2.png",124,133,325,"D5",0,"fam",0,0,0
"5277",74,58,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",1154,1023,1154,"p1d4_3.png",124,134,325,"D4",0,"new",1,0,0
"5278",74,59,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","left","left","left",1721,1023,1721,"p1d2_1.png",124,135,325,"D2",0,"fam",1,0,0
"5279",74,60,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",1243,1023,1243,"p4d1_2.png",124,136,325,"D1",0,"fam",0,0,0
"5280",74,61,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",1638,1023,1638,"p6d4_3.png",124,137,325,"D5",0,"new",1,0,0
"5281",74,62,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","left","left","left",1185,1023,1185,"p1d2_2.png",124,138,325,"D2",0,"fam",1,0,0
"5282",74,63,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",1482,1023,1482,"p3d2_3.png",124,139,325,"D2",0,"new",1,0,0
"5283",74,64,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","left","left","left",1590,1023,1590,"p1d3_2.png",124,140,325,"D3",0,"fam",1,0,0
"5284",74,65,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",1649,1023,1649,"p5d4_3.png",124,141,325,"D4",0,"new",1,0,0
"5285",74,66,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",1253,1023,1253,"p6d4_4.png",124,142,325,"D5",0,"new",1,0,0
"5286",74,67,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",1374,1023,1374,"p10d4_2.png",124,143,325,"D5",0,"fam",0,0,0
"5287",74,68,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","left","left","left",1174,1023,1174,"p2d3_2.png",124,144,325,"D3",0,"fam",1,0,0
"5288",74,69,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",1104,1023,1104,"p2d4_3.png",124,145,325,"D4",0,"new",1,0,0
"5289",74,70,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",812,1023,812,"p1d3_1.png",124,146,325,"D3",0,"fam",0,0,0
"5290",74,71,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","left","left","left",1195,1023,1195,"p3d2_4.png",124,147,325,"D2",0,"new",0,0,0
"5291",74,72,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",839,1023,839,"p1d1_3.png",124,148,325,"D1",0,"new",1,0,0
"5292",74,73,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",775,1023,775,"p4d4_2.png",124,149,325,"D4",0,"fam",0,0,0
"5293",74,74,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",1117,1023,1117,"p3d3_4.png",124,150,325,"D3",0,"new",1,0,0
"5294",74,75,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","left","left","left",1397,1023,1397,"p4d3_4.png",124,151,325,"D3",0,"new",0,0,0
"5295",74,76,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",876,1023,876,"p4d2_2.png",124,152,325,"D2",0,"fam",0,0,0
"5296",74,77,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","left","left","left",897,1023,897,"p7d4_1.png",124,153,325,"D5",0,"fam",1,0,0
"5297",74,78,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","left","left","left",1016,1023,1016,"p2d1_4.png",124,154,325,"D1",0,"new",0,0,0
"5298",74,79,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","left","left","left",891,1023,891,"p2d3_1.png",124,155,325,"D3",0,"fam",1,0,0
"5299",74,80,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",916,1023,916,"p3d1_4.png",124,156,325,"D1",0,"new",1,0,0
"5300",74,81,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","left","left","left",1601,1023,1601,"p3d2_1.png",124,157,325,"D2",0,"fam",1,0,0
"5301",74,82,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",1253,1023,1253,"p8d4_1.png",124,158,325,"D5",0,"fam",0,0,0
"5302",74,83,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",783,1023,783,"p5d1_2.png",124,159,325,"D1",0,"fam",0,0,0
"5303",74,84,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",1327,1023,1327,"p1d1_1.png",124,160,325,"D1",0,"fam",0,0,0
"5304",74,85,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",826,1023,826,"p4d2_3.png",124,161,325,"D2",0,"new",1,0,0
"5305",74,86,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",1134,1023,1134,"p3d1_3.png",124,162,325,"D1",0,"new",1,0,0
"5306",74,87,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",1107,1023,1107,"p4d1_3.png",124,163,325,"D1",0,"new",1,0,0
"5307",74,88,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","left","left","left",1360,1023,1360,"p4d4_3.png",124,164,325,"D4",0,"new",0,0,0
"5308",74,89,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",682,1023,682,"p8d4_4.png",124,165,325,"D5",0,"new",1,0,0
"5309",74,90,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",706,1023,706,"p4d4_4.png",124,166,325,"D4",0,"new",1,0,0
"5310",74,91,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",644,1023,644,"p5d3_4.png",124,167,325,"D3",0,"new",1,0,0
"5311",74,92,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",640,1023,640,"p5d2_1.png",124,168,325,"D2",0,"fam",0,0,0
"5312",74,93,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",976,1023,976,"p3d3_2.png",124,169,325,"D3",0,"fam",0,0,0
"5313",74,94,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",829,1023,829,"p2d3_4.png",124,170,325,"D3",0,"new",1,0,0
"5314",74,95,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",1575,1023,1575,"p1d4_4.png",124,171,325,"D4",0,"new",1,0,0
"5315",74,96,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",1634,1023,1634,"p5d3_2.png",124,172,325,"D3",0,"fam",0,0,0
"5316",74,97,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",1122,1023,1122,"p5d4_2.png",124,173,325,"D4",0,"fam",0,0,0
"5317",74,98,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","right","left","right",871,1023,871,"p9d4_2.png",124,174,325,"D5",0,"fam",0,0,0
"5318",74,99,"Mon Oct 26 2020 11:08:48 GMT+0100 (közép-európai téli idõ)","left","left","left",843,1023,843,"p5d2_3.png",124,175,325,"D2",0,"new",0,0,0
"5319",0,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","right","right","",1730,1730,NA,"p5d1_1.png",122,1,326,"D1",1,NA,NA,0,0
"5320",1,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","right","right","",780,780,NA,"p8d4_2.png",122,2,326,"D5",1,NA,NA,0,0
"5321",2,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","right","right","",850,850,NA,"p2d3_2.png",122,3,326,"D3",1,NA,NA,0,0
"5322",3,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","right","right","",1189,1189,NA,"prototype3.png",122,4,326,"prototype",0,NA,NA,0,0
"5323",4,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","right","right","",880,880,NA,"p4d4_2.png",122,5,326,"D4",1,NA,NA,0,0
"5324",5,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","right","right","",548,548,NA,"p9d4_2.png",122,6,326,"D5",1,NA,NA,0,0
"5325",6,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","right","right","",515,515,NA,"p2d3_1.png",122,7,326,"D3",1,NA,NA,0,0
"5326",7,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","right","right","",711,711,NA,"prototype3.png",122,8,326,"prototype",0,NA,NA,0,0
"5327",8,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","right","right","",1336,1336,NA,"prototype5.png",122,9,326,"prototype",0,NA,NA,0,0
"5328",9,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","left","left","",602,602,NA,"prototype1.png",122,10,326,"prototype",1,NA,NA,0,0
"5329",10,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","right","right","",669,669,NA,"prototype3.png",122,11,326,"prototype",0,NA,NA,0,0
"5330",11,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","None","None","",3006,3006,NA,"prototype2.png",122,12,326,"prototype",NA,NA,NA,0,0
"5331",12,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","left","left","",911,911,NA,"prototype1.png",122,13,326,"prototype",1,NA,NA,0,0
"5332",13,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","right","right","",733,733,NA,"p3d2_1.png",122,14,326,"D2",1,NA,NA,0,0
"5333",14,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","right","right","",833,833,NA,"prototype2.png",122,15,326,"prototype",0,NA,NA,0,0
"5334",15,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","right","right","",726,726,NA,"p4d2_1.png",122,16,326,"D2",1,NA,NA,0,0
"5335",16,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","left","left","",790,790,NA,"p3d3_1.png",122,17,326,"D3",0,NA,NA,0,0
"5336",17,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","left","left","",674,674,NA,"prototype4.png",122,18,326,"prototype",1,NA,NA,0,0
"5337",18,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","right","right","",811,811,NA,"p3d2_2.png",122,19,326,"D2",1,NA,NA,0,0
"5338",19,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","left","left","",560,560,NA,"prototype3.png",122,20,326,"prototype",1,NA,NA,0,0
"5339",20,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","right","right","",542,542,NA,"p6d4_2.png",122,21,326,"D5",1,NA,NA,0,0
"5340",21,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","left","left","",528,528,NA,"prototype4.png",122,22,326,"prototype",1,NA,NA,0,0
"5341",22,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","right","right","",918,918,NA,"p5d3_2.png",122,23,326,"D3",1,NA,NA,0,0
"5342",23,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","right","right","",716,716,NA,"p1d4_2.png",122,24,326,"D4",1,NA,NA,0,0
"5343",24,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","right","right","",735,735,NA,"p3d3_2.png",122,25,326,"D3",1,NA,NA,0,0
"5344",25,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","right","right","",707,707,NA,"p9d4_1.png",122,26,326,"D5",1,NA,NA,0,0
"5345",26,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","right","right","",803,803,NA,"p5d2_1.png",122,27,326,"D2",1,NA,NA,0,0
"5346",27,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","left","left","",554,554,NA,"prototype1.png",122,28,326,"prototype",1,NA,NA,0,0
"5347",28,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","left","left","",565,565,NA,"prototype4.png",122,29,326,"prototype",1,NA,NA,0,0
"5348",29,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","left","left","",691,691,NA,"prototype4.png",122,30,326,"prototype",1,NA,NA,0,0
"5349",30,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","right","right","",502,502,NA,"p1d3_1.png",122,31,326,"D3",1,NA,NA,0,0
"5350",31,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","right","right","",479,479,NA,"p2d4_1.png",122,32,326,"D4",1,NA,NA,14.4385964912281,4.21314924568499
"5351",32,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","right","right","",508,508,NA,"p7d4_2.png",122,33,326,"D5",1,NA,NA,0,0
"5352",33,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","right","right","",557,557,NA,"p4d4_1.png",122,34,326,"D4",1,NA,NA,0,0
"5353",34,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","right","right","",544,544,NA,"prototype3.png",122,35,326,"prototype",0,NA,NA,0,0
"5354",35,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","right","right","",535,535,NA,"prototype2.png",122,36,326,"prototype",0,NA,NA,0,0
"5355",36,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","right","right","",562,562,NA,"p5d3_1.png",122,37,326,"D3",1,NA,NA,0,0
"5356",37,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","right","right","",569,569,NA,"prototype5.png",122,38,326,"prototype",0,NA,NA,0,0
"5357",38,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","right","right","",466,466,NA,"p2d2_1.png",122,39,326,"D2",1,NA,NA,0,0
"5358",39,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","right","right","",453,453,NA,"p3d4_1.png",122,40,326,"D4",1,NA,NA,0,0
"5359",40,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","right","right","",447,447,NA,"p2d1_1.png",122,41,326,"D1",1,NA,NA,0,0
"5360",41,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","right","right","",413,413,NA,"prototype2.png",122,42,326,"prototype",0,NA,NA,0,0
"5361",42,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","right","right","",545,545,NA,"p1d4_1.png",122,43,326,"D4",1,NA,NA,0,0
"5362",43,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","right","right","",510,510,NA,"p10d4_2.png",122,44,326,"D5",1,NA,NA,0,0
"5363",44,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","right","right","",512,512,NA,"prototype1.png",122,45,326,"prototype",0,NA,NA,0,0
"5364",45,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","right","right","",738,738,NA,"p10d4_1.png",122,46,326,"D5",1,NA,NA,0,0
"5365",46,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","right","right","",710,710,NA,"p4d3_2.png",122,47,326,"D3",1,NA,NA,0,0
"5366",47,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","right","right","",571,571,NA,"p7d4_1.png",122,48,326,"D5",1,NA,NA,0,0
"5367",48,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","right","right","",702,702,NA,"p2d2_2.png",122,49,326,"D2",1,NA,NA,0,0
"5368",49,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","right","right","",911,911,NA,"p1d2_2.png",122,50,326,"D2",1,NA,NA,0,0
"5369",50,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","right","right","",889,889,NA,"p4d1_1.png",122,51,326,"D1",1,NA,NA,0,0
"5370",51,NA,"Mon Oct 26 2020 11:01:16 GMT+0100 (közép-európai téli idõ)","left","left","",847,847,NA,"prototype1.png",122,52,326,"prototype",1,NA,NA,0,0
